strong	00001110101011110110011110001	8
safety	000011111011110010010001	8
Rochester	0000111011100101001101010001	8
draw	0000111001011111011	8
juries	000011101011100000110011111110010	8
completely	000011101010100000100010111010	8
Sunday	000011101011111101001011111110100000	8
piece	00010010100001011100010010	8
force	0000111010111000011110000001110010000110011	8
coast	0000111111011111111001001	8
sorts	0000111010010101111111010	8
personally	00001110101110000110011110011100110111	8
DANCES	00001110000101010101000000011011011	8
save	00001110101110000110101110010001011110010	8
somehow	00001110101110000110111110110100010001011	8
finally	00001110001000010010111	8
Atlanta	0000111010111000011011010010001010111	8
cute	0000111000010100110000110011111	8
correct	00001110101110000111010001110110100	8
earlier	000011101011100011110000001100	8
Iowa	000011101100100100100110001101	8
Carolyn	0000111010001011100000110	8
share	00001110101011001010000011111	8
late	0000110001111000101001	8
beginning	0000111001101011111100011	8
build	000011101101010010101100	8
restaurants	000011101011101001100111010111	8
individual	000011101011100001111101100101011101111110	8
raise	0000011101000000110100111110	8
yesterday	0000111000001110010011110011001000	8
beans	00000100001010001001011110	8
themselves	00001110101110000011001111111000101	8
account	0000111010111010101100011100101	8
native	00001110101110000011011000010110010	8
unless	0000111010100000000011011101001111	8
finished	0000111010111000001000011001110110010	8
helped	000011101011101101001010101	8
position	000011101011100000110011111110000	8
classical	00000101010101000001	8
speak	00001110101110000001111001100010000	8
brand	000011101000011100000	8
Cowboys	00001110110000101100110110	8
fabulous	00001110100110100111100000111	8
hopefully	00001110101110000111101001111100100011	8
teachers	0000111011100110011100100000	8
expenses	00001110101110000110101110010001011110011	8
gave	000011101011100001101001101011111010	8
papers	0000111010111010111111001011100101100	8
cool	0000111000000010010010100001110	8
baseball	00000111101011111	8
mainly	0000111010111000011110101000100110001	8
direction	0000111010111000010011111101101101	8
catfish	00001110101110101101011011011010	8
presented	000011101011100100100010011110101010000101100	8
weight	000011101011101011100110100	8
Red	000011001001111010	8
Every	000011101011100110101001001000110111110	8
criteria	00001110101110000100100111111111111001	8
husband's	000011101011110111110101001111101010110011	8
available	1111110100000	8
helpful	0000111010100001011100100001111010	8
Americans	0000111010111000011011011011001100110011001	8
van	0000011100101001001111001101	8
kidding	00001110101111111100100010100100	8
Five	0000111011101000101100011	8
Baltimore	00001100100111100	8
successful	0000111010111000011001000100101010100111110010	7
sentencing	0000111010111000001100111101110111000	7
wine	00000100001000001101110	7
Williams	00001110101110001111011011111001	7
rice	00001110101110001001111011101010001011110	7
eighteen	000011101011100001101010111000011101	7
fifties	0000110001111000101000	7
losing	00001110101001010010100	7
match	0000111010111000011100000010111000100100000	7
Six	000011101011100110000110100	7
August	00001110100110100111100000110	7
draft	0000111011000010110011010	7
argument	000011101001010111111100	7
average	00001110101110000100011110101000010001	7
ways	000011101011100001101110000000001	7
walking	0000111010111010100100101010110010110101011	7
boat	00001110101110101101100111111011	7
costs	0000111010111000110001001010101001111	7
rest	00001110101011110011011000011000010	7
gifts	000010101111010100	7
entire	0000111010111000011010111011010100001	7
self	000011101011100010001101111101111101	7
Raleigh	000011101110101011111100111	7
continue	00001110101110000110100010111000110101101100	7
repair	0000011101001100100001111	7
inches	000011101011100001001100001011000	7
land	000011100000001000010001111011	7
seemed	0000111010111100110111101111100	7
sent	00001110101110000110111000110000110011000001	7
video	0000111010111100011001010001100010101	7
face	000011101011100011000100101010100110	7
tape	00001110101110000011011011010110011000110011	7
Hey	000011101011100001011100110001100110011	7
waste	000011101011101011101011001110101110	7
loans	000011101011100001101000111001000011	7
sister	0000111011101100101111100	7
compared	0000111010101001100100110101011	7
employees	0000111010111000011001111001110011010	7
dogs	0000111010111011001111101100001	7
w-	00001110101110011110100101	7
wheel	0000111010111001010110100110111100000	7
evidence	000011101011100000110011101100011101110010	7
southern	0000111010111000001101100001011000	7
typical	0000111011100111001010111111	7
equipment	000011101011100001000101111001101111010	7
forever	00001110110110110101111001000	7
professional	0000111010111111111001001101011010	7
low	00000110111100000110111	7
Mexican	000011101100101101110010111010	7
Latin	00001110101110000001111001100111	7
excuse	000011101011110110101110100001101011	7
Boston	00001110111011100101010	7
evening	00000111010001001011011111	7
bass	00001110101110101101010011011001	7
toward	00001110101110000110101001010011010101010	7
Springs	000011101011100001001111110110111	7
eating	000011100010111110011100000110111100010	7
mentioned	0000111010101001100110000	7
beg	00001110001111110110	7
instance	0000111010111000000110111101011101010	7
tent	000001011001011011011111	7
ours	00001110101110001111000000111	7
fantastic	0000111000010101010100000001101100	7
ninety	0000111011100110001110010	7
adult	0000111011001011101001011101001	7
rights	0000111010111000000111100110001001	7
roof	000001110100110010000110	7
weekends	0000111010111100010111000110	7
folks	00001110111011001011110	7
suggested	000011101011100000110000010100111011010	7
study	000011100011111110000110011111000	7
mile	000011101011100001101110000000000	7
father	0000111010111110001010100010	7
visit	000001011001011011011110	7
lunch	0000111010111010100100010111101101	7
Sometimes	00001110101110000110110000110001	7
eventually	0000111001000110001000100111010100110	7
oil	0000111010000101111110000	7
served	00001110101110000011001000000011110	7
mixed	00001110101101101011110001	7
deterrent	00000111010010011111101110100	7
fall	00001110011000100111010100011	7
ages	00001110101110101110011011	7
foreign	0000111010101000001000101111	7
Nancy	0000011100010100111100100001110	7
shape	0000011011110000011010	7
Where's	000100010011010010000001	7
forward	0000111011100110011100100001	7
single	00001110101110000010011101001000001010	7
helps	0000111010101001011000110011010110000	7
body	00001110110010111101010101	7
cutting	0000111010111000110110010110110	7
smog	00001110111010001111011111100	7
loved	00001110111110100011101010001	7
where's	00001110111100011111100010111001111	7
latest	000011100001010101010000000110111	7
add	00001110101110110100101011	7
TREK	0000111010111000011011001001100101101000	7
noise	000011101011100010101010111100	7
hearing	000011101010011110001101110	7
percentage	0000111010111000011001110001000001011	7
boring	0000111011111111010101111011011000111	7
brother	000011101110110010111111	7
NIGHT	0000100010111100001001000110	7
weapons	0000111010111000011101000111011011	7
pot	0000111010000110000100	7
events	0000111010111000011011000011001	7
o'clock	00001110101110011000010100111	7
regard	00001110101110101110101100111010110	7
design	0000111010111111001001100000	7
style	00001110000101101010010111110	7
expect	0000111010111010111011111111000111	7
Oklahoma	0000111010111000101011110100	7
finding	0000111010111111100111011001110	7
wrote	00001110101010011010111001111101001101000111	7
recording	0000111010110110110001110001011001	7
brick	00000111001101111101000	7
edge	0000111010000101011010011101	7
Air	000011101011100001100110110111111011	7
collect	0000111010111010111111110110110000110	7
reunion	000011100101111100	7
pushing	000011100011111110000110011111001	7
chicken	000001000001001100011001011110000	7
closer	00001110101011010110100000100	7
subscribe	000011101011100100100111001111111	7
painted	000010101111010101	7
Force	00001110101110000110011011011111100	7
replace	0000111010111001011011110011000001010	6
series	00001110000011101010000010110	6
tha-	00001110101110000010111101101010001	6
Texans	000011101110100000000000010	6
John	00001110110100010001100100001	6
babies	0000111010111001001001010100110000010	6
facility	00001110101110110010101011000011	6
support	000011101011100001110101101100000	6
constantly	000011101010011000111100	6
offer	00001110101110000100010101110100011000	6
stays	000011100110111010	6
minute	00001111010100110110101	6
prefer	0000111010111000001100100000001110	6
opposed	000011100010111110011100000110111100011	6
values	000011101011101011101111111100010	6
winter	000011101011100001101101001011110001100	6
sad	0000111010111000010001111101000000011101	6
Bible	0000111010101001001000110001101	6
traffic	00001110101111111100100010100101	6
backyard	000011101011100001110000001011100010010001	6
I-	0000011110101110	6
sauce	0000111011011000100000001001	6
church	00001110010000000101101100011	6
Of	000011101011110110101110100001101010	6
Mostly	00001111110101001010001	6
standing	0000111010111010111010001000101	6
illegal	00001110101110001100111010000000	6
Ryan	0000111010111010111110110101000	6
perfect	0000111010111000011010001110010001	6
degrees	00001110101110011101010100010110100	6
thirteen	0000111010101001111101111	6
owned	000001101111000001100	6
atmosphere	00001110101000000100110110010111001	6
rough	0000111010111000001011111111010110	6
stage	0000111010111000001011001110100111101	6
oldest	000001010111100010110	6
bike	00001110101110000100011011100001010	6
red	0000111010001010100000111011	6
MAN	0000111010111000001101101101011001100011000	6
Sherman	000011101011100000100111101111101011	6
beach	0000111010111000001100001110100	6
Will	0000111010111000011011010111000011011111	6
bread	0000010001101010110101000110101101	6
reasonable	0000111010111001011111010111011111	6
European	0000111010111000011110101110100011	6
applied	0000111010111010100100101010110010110101010	6
voice	00001110101110000011100010100011100000101	6
board	000011101011100001101011100100010111111	6
asking	00001110101010000011010101110	6
becoming	00001110000001100001000	6
throw	00001110110010000010001100	6
concept	00001110101110000110101011001001111110100	6
Fort	0000111010111000010110110000100100010011010	6
supporting	00001110101110000111101001111100100010	6
retired	000001110011011111010011	6
market	000011101011100001101101100100010	6
write	000011101011100000010111110101100	6
honest	0000111011001001011111110101110011	6
sport	000011101011101011011111010001100	6
Reagan	00001110100110101111011100001011	6
pounds	000011101011100111110011100110	6
trailer	00000101100101101101110	6
stopped	000011101100101110100101110101	6
Price	000011101010100110101110011111010011010001000	6
Park	00001110101001111000110110	6
wok	000001000010101100111100	6
minorities	000011101011011011000111000101101	6
evaluate	0000111000101110111001100110111	6
hair	0000100010111100001001000111	6
adults	0000111011001011101001011101000	6
manage	000011101011100001101001010111100101011	6
salad	0000010001101010110101000110101100	6
meet	000011101011100001101100100110010110101	6
located	0000111010111001111110100011100100100011	6
swimming	0000111010111010110110011111100	6
Who's	000011101001010101100	6
hands	0000111010111000001011100011	6
bed	00001110101110000011000001010011101100	6
providing	000011101100100111100010111000	6
truck	000011100001011010100101110	6
written	0000111010100111110110001011110	6
horrible	000011111100001010001010000010000	6
bucks	00001110000001011101000100000010001	6
Certainly	0000111010111000101011001010010011100	6
By	0000011101001110011000101110	6
think's	0000111010111000011010001011100011010110111	6
Um	00001011101010100	6
active	000011101011110001011100010	6
county	000011100101100110100110110000001	6
warm	0000100011110111	6
TWENTY	00001110101111010011110110	6
basic	00001110110010111010010111011	6
Usually	0000110001010010010	6
thoughts	00001110010001001101	6
human	0000111010111000000110110111010010	6
character	0000111010111000010110100110011111011101	6
afternoon	000011101110011100101011110	6
January	00001110001110010000101000	6
classic	00000101010110101100101111001	6
jail	00001110101110000111110110010101110111110	6
Mississippi	000011101011100001101001010111100101010	6
policy	0000111010111000011011000010010110000001010101	6
language	0000101001010111111011	6
cheese	000001000110101011010100011010111	6
potential	000011101011100001100111100111001100	6
shop	00001110101110000111110001101111010000	6
PRETTY	00001110000101010111100	6
W-	000001110011011111010010	6
cancer	000011101011100000110000101000101110110100	6
considering	00001110101110000110011100010000011	6
Although	0000111000001001001011111110	6
mornings	00001110101111111100100010100110	6
forget	000011110101110111100111000100110101	6
Actually	0000111000010100110000110011110	6
standard	000011101011100001101010111100001011001001	6
numbers	000011101011100001111010100010011001	6
needs	0000111011101111010110011010111	6
Wha-	0000111010111000011011100001001011010001	6
complain	000011101011100001101100000011101	6
significant	00001110110010010010011000111	6
Hill	00010001001101001000001	6
Minneapolis	000011101011110000100011110	6
annual	000011101010011000111101	6
solid	0000111010111000011100000010111000100101	6
golfer	0000111010101000000101111	6
names	000011110101110111100111000100110100	6
sir	000001000011010001000110100	6
Minnesota	00001110101110000110100101011110010100	6
fourteen	0000111010111001100101111001110101	6
steak	00000100011010101101010001101010	6
recipes	00001110101110010010011100111110	6
re-	00001110100001110001	6
south	000011101011100011000011011111100000110	6
visited	0000111111011111111001100	6
parks	00000101100101101101100	6
payment	000011101011100001101000111001001	6
p-	0000011011111011101110	6
World	00001110101110000111010111110111	6
sisters	00001110101110110001000111101	6
lake	0000111010111000011010111010100001100	6
LIFE	000010001011110000100100010	6
Go	00001110101110000010001110	6
June	0000111010111010011000110111110	6
twenty-five	000011101011100001100011000000000111001	6
plenty	000011101011100001111000000111001000011000	6
twice	000011101011110001110000	6
grandmother	0000111011101101110100010	6
improve	000011101011110101000101011	6
players	0000111000100001001010	6
cafeteria	00001110101001011010011101000	6
stuck	0000111010111000010001101101100100101	6
head	00001110110010000101100011001011010	6
environment	000011101000101110000010	6
quick	000011101011100000100001100111011000	6
White	0000111011000001100101110110	6
qualified	00001110101110000110100111101101110	6
opera	00001010010101111111	6
plans	0000111001011110101001111111000	6
white	0000111010111111111111101010111101	6
voluntary	00001110101110000110110110110011001100111	6
careful	000011101011100001101101011001111010000010	6
changing	0000111010111101000010101001110100	6
o-	0000111000000110000101	6
grass	0000111010111011001011011010000011111011	6
taste	00001110011011111011100011	6
follow	00001100100010010000101	6
decisions	00001110010001001100	6
WOMAN	00001110000101010111101	6
supposedly	000011101101110111010111010111	6
flat	000011010100010111000111001	6
court	0000111011111111010101111011011000110	6
alcohol	0000111010010001110011	6
People	0000111010111010111001100	6
Ford	000011101011100001110010111111001110110	6
license	0000111010100000000011011101001100	6
political	000011101100101111010100	6
rid	00000110111100000111	6
rainy	0000111010111000011101000010011101001011110	6
bedrooms	000011101011100111110001000001000	6
smaller	0000111010111110010111011011	6
waiting	00001110101111001111001011010	6
heart	0000111010111010110101101101100	6
accent	000011101011100000110110000101101	6
piano	000001010111010011	6
words	00001110101110000110101011110000101100101	6
Gosh	000011101011100110000011111010000001	6
wall	00001110101110110110101010011000111	6
table	000011101011101010100111011101011110011100110010	6
tomatoes	000011100000001000010001111010	6
unit	0000111010111000001001110100100000100	5
damage	00001110101110011110011110111001100010	5
ho-	00001110110101000010010	5
fit	000011101011100001110000001011100010011	5
financial	0000111010111000011011100011000011001100001	5
we'd	00001110101011000000001110	5
letter	00001110101010011010111001111101001101000101	5
lessons	0000111010111001001011111100111100010111	5
yogurt	0000111010111000100110110	5
extent	000011100100010100001011001101001	5
SATURDAY	00001000101111000010010000	5
Puerto	000011101011100100001010101110111111	5
dental	0000111010111000011010111001000101111000	5
role	0000111011110001111110001011100110	5
skiing	0000111010111000011011100011000011001101000110	5
Me	0000100010111100001001001	5
Sarasota	00001110010110011010011011000001	5
spot	0000111010111001111001111011100110000	5
data	000011100011111110000110011111010	5
natural	0000110101011000000110010000111001	5
quarter	000011101011100011000011011111100000111	5
concentrate	00001110101010000011010101111	5
recycled	00001110101110010101010110100101	5
skied	00001110000001111101000101010110100	5
instrument	00000101011101000	5
package	0000111010111011001010101100000	5
parties	0000111010111010101110101110	5
how's	0000111010111000001100000101001110111	5
trips	000011100101111010100111111101	5
welfare	000011101011100001100100111111001101101001	5
t-	000011101011100100000000100	5
penalties	0000111010111000111110111000000000	5
prior	000001000010000011010	5
huge	000011101011100001111100111010111101	5
waves	000011101110011001110010001	5
its	000011100010111011100110011010	5
highway	00001110111010110110010110010	5
conditioning	0000111010111000101011011111100	5
ex-	000011101011100000110011101100011101110000	5
hitting	0000111010100001010110100	5
Sox	0000110010011111	5
location	00001110110010011010000110	5
um	000011101011100101111101011101110	5
supervisor	00001110001011101110011001100	5
influence	000011101011110011011110111111	5
points	000011100011111110000110011111011	5
enjoyable	0000101011110100	5
Brooks	00001100010100100010	5
instruments	00000101011111011011	5
Social	000011101010100010100110111	5
lucky	0000011101001001111110111011	5
frame	00001110101110000111010011010000	5
ball	000011101011101011111111011011000010	5
Julie	000011101011101011101111001110100	5
spots	00001110101110000111000000101110001000	5
naturally	0000111010101101011010000011	5
status	0000111010111001000010010111100101111011	5
League	0000111010111000011101011111010	5
driver's	0000111010100000000011011101001110	5
tickets	0000111010110110100100010101	5
humidity	000011101111100001101000101	5
hors	00000100001000001100	5
highly	000011101011100011010100010011010	5
lay	00001110101110001001000101001001100	5
satisfied	000011101011100101011010011011110001	5
bank	0000111010100110001110	5
fence	00001110110101001010111	5
Lubbock	0000111011101011111110000	5
forced	0000111011001001101000010	5
You've	00001110101110000110111000010010110100000	5
Y	0000111010101001101111111100	5
spread	00001110001000010010011	5
born	00001110001111010110110110011	5
comments	00001110101110000111110011101011111	5
Let	00001110101010001010011010	5
lowest	000011101011011010010001011	5
brothers	0000111010111011000100011111	5
songs	00000101011110001010	5
Tech	00001110101110000110111000010010110100001	5
turns	0000010101011010110010111101	5
appeal	000011101011100000110011101100011101110001	5
sending	0000111010111000011110100111110010000	5
magazine	000011101100001001101111001111	5
e-	000011101011101101010011000011100	5
Even	00001110100000101110011110010111011110	5
nearby	00001101010001011100011101	5
person's	0000111010111000011011111011010001000100	5
reunions	000011101011110000000111011100	5
exciting	000011101011100001111000100100000110000110101	5
central	000011101100100110100000	5
prepare	000001000010110011000010111	5
J	000011100001010011000011001110	5
MINUTES	00001110101110010010010101001100000011	5
fifty-five	00001110110111011101011101010	5
poor	00001110101110000111110011010001001010011011011	5
history	000011101011111100000101010100	5
stayed	000011101011100001110100011101100	5
SIXTY	0000111010111001001001010100110000000	5
Mexico	000011101011100001111000100100000110000110100	5
Illinois	000011101110101111111001	5
motivated	000011101011100001111010111010000	5
dip	0000010001101010110101000110100	5
grocery	000011101011101011101000100011	5
humid	000011101111010000110110	5
northern	0000111010100111100011010	5
feels	00001110101110000110100111001010110111	5
won	000011100011011111001101111000011	5
likes	0000010101111000100	5
War	000011101111000111111000101110010	5
fleet	00001110101110000111110001101111010001	5
cleaning	00000111010011001000010	5
.#	0000111010111001011101000101100110111010000100010	5
TO	000011000001010101101010000000010	5
department	00001110101110000110110101100111101000000	5
g-	0000111010111000100100110011001	5
button	000011101011100001100100010010101010011111000	5
verdict	0000111001000110111000110	5
picked	0000111011011001000001110101100101	5
plays	000011100011011110000101	5
employed	000011101001101111001011010110	5
police	0000111000001110101000001010	5
career	000011101011101011111011010101	5
reasons	00001110101110000101101011011010101	5
Lake	00001111011000000100011000111	5
whose	000011111011101101111010	5
solution	000011101011110111000101110101001110000	5
likely	000011101011100101101111001100000100	5
someone's	00001110111010000000000000	5
survive	0000111010111000011011010010111100010	5
president	00001110101110110101001100001111	5
combination	0000111010111000011111010100010100	5
loud	000011101011100001111010110110110	5
somewhat	0000111010111000011111000110111101001	5
seed	00001110111100011111100010111000	5
judges	0000111010111001111010011	5
Georgia	000011101011100001101110000100101101001	5
he'll	000011100011011010100101110100011	5
settled	000010110100100110110110	5
form	0000111010111000011011011011001100110010	5
awhile	0000110010001001000011	5
milk	000011101011101011101101001000011100	5
Russia	00001110101110000110100000100001	5
downtown	0000010101110011000011110001	5
reviews	00001110101111001101111011110	5
stupid	0000111000000101110100010000001001	5
How's	000011100011001010110111101	5
carry	00001110101000000000110111010010	5
anyone	00001110101110000110111000010010110101	5
track	000011101010100000110101010	5
killing	00001110101001011010011101001	5
broken	0001001010000101110001000	5
stations	00001110101110000111010110110001	5
needlepoint	000001110001001010010001010000	5
easily	00001110101110000100101011011	5
computers	0000111010111000010101110010110100	5
services	000001110100100111111011100	5
Kind	00000100000011111001010000110	5
simple	00001110101110000100110000101101	5
bill	000011101011100011111011100000001	5
cents	0000111010111000001110011001101001	5
source	000011101011100001101011101101010001	5
Gulf	0000111010111010010011001110011000111010011	5
ourselves	000011101011101100101010110001	5
O	0000111010101001101010000101110	5
Indianapolis	000011101110100010110000	5
extreme	0000111010111000010001010111010001101	5
lines	000011101110010111001110010	5
bins	00001110101110101110111100111011	5
kindergarten	000011101011111110001111100	5
willing	000011101011100001111010011111001001	5
dad	0000111010111011010010100	5
STREET	000011101011101001001101101011111	5
Worth	000011101011100001011011000010010001001100	5
knowledge	000011101011100001101011101010000111	5
July	000011101011100110010111100111011	5
otherwise	000011100000100100101111110	5
volunteer	00001110111001100111001001	5
administration	000011101011100001101011100100010111101	5
stores	00001110101110101110100010000	5
tests	0000111000111111100001100111111	5
Mike	000010101101001	5
female	000011101011100001011110111001110100	5
bug	0000111010111000011101001101001	5
shooting	0000111010100101101001110101	5
Wasn't	000011101110111101011001101001	5
cookbook	0000111010101101001100110101100001	5
limited	000011100110101111110000	5
sleep	00001110101110000010110000011110000	5
m-	000011000001010101101010000000011	5
hospital	000011101010010110100111011	5
mess	00001110101110000111100010010000011000011011	5
ton	000011101011100001001101000101101	5
relatively	00001110101110010100001001101011	5
metal	0000111010111001010101111111000	5
savings	000011101011101010110001110011	5
specific	000011101011100010101111011	5
Again	00001110101110000100010111100110111100	5
discount	000011101011100001111100011011110101	5
annoying	0000010101010011000000111010011	5
Anything	0000111011001011101001011100	5
First	00001111101111001001001	5
wagon	00001110101110010110111100110000011	5
shouldn't	0000100000000110010011100101	5
rented	00001110000101001100001100110	5
gives	000011101011101010111010110	5
ideal	00001110101110000010000110011101101	5
Louis	00001100111111110010111011	5
y'all	000011101110011000111000	5
definite	00001110100110111100101101010	5
hardly	000011101010100101100011001101011001	5
cash	0000111111010100101001	5
drives	00001110101110101111111101101100000	5
Provo	00001110111101000011010	5
jeez	000011101011111000101010000	5
strongly	111111010001	5
politics	000011100000111010100000100	5
trip	0000111010111000011011100000001	5
separate	0000111001000100111	5
opportunities	000011101011100001000110110110010011	5
sun	000011101011100001101101001011110000	5
commits	000011100101101101111101000	5
horses	0001000100100000	5
known	000011101011100000100111010010000011	5
More	00001110101110110010101011001	5
finances	0000011100110111110101	5
hotel	00001110101110011111000100000101	5
double	00001110101110000110100011100101	5
art	0000111010111001011101000101100110111010000100011	5
plants	000011101011101001100011011110	5
networks	000011101010100110010011010100	5
Definitely	000011101011100010000011001101100001011	5
separately	000011100100011011100010	5
Austin	000011100011100100001011	5
stick	000001011001011011010	5
weights	00001110101110000011010100101011011	5
fortunate	000011101011100001101110011010000111110011	5
Bird	0000011100100001101000011	5
covered	000011101011100110101001001000110111111	5
Wouldn't	000011101011100001101101101100110011000	5
bills	0000111001100001001110101	5
pleased	000011101011101001001100111001100011101000	5
SILENCE	0000111000010100101101001010010011111111010	5
member	0000111010111111011000111	5
inch	0000010000100011011000111011111100	5
scares	00001110100101011111111	5
Detroit	00001110101111110100101111111010001	5
record	00001110101110011111001110010	5
Doesn't	000011101011100000111000010011011000111	5
junk	00001110001011100101101110011001	5
tired	00001110111110100011101010000	4
dorm	0000111010111000011010010011011111001	4
reports	00001110101110000111001011111100111010	4
eighty-eight	0000111010011010011110000010	4
encourage	0000111010111000011001101101111111	4
ate	0000111010111000011111001110101110	4
r-	000011101011100001101101001000101010	4
channels	00001110101010010110001100110101101	4
tree	0000111010111001010000100110100	4
doors	00001110011000110000001011	4
Lynn	000011101011100010101100101001001111	4
shall	00001110101110000111100000011100100001101	4
rich	000011101011100011010111011000010	4
unfortunately	000011101011100111111010001110010010000	4
nature	00000101100101101100	4
debt	0000111011101111110111110000101010	4
planned	000011101011100100000101000001011	4
whatnot	000001110100000011010011110	4
Missouri	00001110001111010110110110010	4
fabric	00001110101111000000011101111	4
aerobic	0000111010111010110110111110001	4
Saturns	0000111010111101100111011101100	4
Our	00000100001101000100011011	4
se	000011101011111111111110101011111	4
fisherman	0000111001101111101110000	4
million	000011101011100011110101100	4
vegetarians	00001110101110101011000111000	4
seventy	000011101011100001101110000001	4
programming	0000111010101001011000110011010111	4
bored	00001110101110000110111001101000011111000	4
nicer	00001110101110011111000100000111	4
opposite	000011101010000111001110101110	4
laws	00001110101110101010000101111	4
Church	000011101010110001110011000	4
Tha-	0000111011011101110101110100	4
sixty-six	00001110000000100001000111100	4
biased	00001110101010011001001101011	4
act	00001110001100101011011111	4
burning	0000111010101111001101100001100000	4
eighty-seven	000011101010100110101110011111010011010000	4
hey	0000111010111000011001111010110111	4
how'd	000011101001000111000	4
handicapped	0000011011100110101	4
Kurds	00001110101110000110010001001010101001111101	4
accept	0000111010111000011111011001010111011110	4
attitude	000011101011111111001000101000	4
Michael	0000111000010100110000110010	4
Thanks	000011101010111100000111110	4
huh-uh	000011101011100001110100111010011000001	4
LAMBS	000011100001010010110100101001001111111100	4
immediate	000011101011101100010001110	4
impact	0000111010111001010101011010011	4
cry	0000111010111000010001111101000000011100	4
Fox	000011100001010011000011000	4
knowing	0000111010111000011001111110101100001	4
belt	000001000010001101100011101111111	4
fund	00001110101110000011000010100010111011011	4
necessity	00001110101011101101011111111	4
Frank	0001011000010111111	4
Ours	00001011011101100	4
satellite	000011101101100010000000101	4
results	00001110101110000001011111010111	4
receive	000011101011100001101110001100001100110100010	4
Leading	000011101011100001010111001011011	4
LIVE	000010001011110000100101	4
Plain	0000111010111000100110111	4
animals	0001000100110100100001	4
pour	00001110101110001001111011101010001011111	4
pieces	00001110001111100001100111011110	4
trumpet	000011101010111100110110000110001	4
comedy	0000111010111010110000010101111110	4
wallpaper	00001110101110010000010100000100	4
realized	000011101011100001111101010001011	4
allow	00001110111001000001101	4
realize	000011101011100001111101100101011101110	4
tents	00000101101010101	4
Iraq	0000111010011010111101110000100	4
depressing	000011101011100000110110110101100110001101	4
false	0000011101000100101101110	4
listened	000001010101001100000011101000	4
extend	000011100101101101110000110	4
garage	000001110011011111011	4
contribute	00001110101110011001010000101	4
voted	0000111010100000011111111	4
items	000011101011100101010101101000	4
negative	000011101011100001101100001001011000000101011	4
worm	0000111000101111100111000001000001111	4
era	0000010101010100001	4
mayor	0000111000101110010110111001101	4
What'd	0000111011111010001110101001	4
network	00001110101110100100110011100110001110101	4
people's	00001110001000010010010	4
National	00010110100101111100010	4
Edge	00001110101110000101011100101100	4
target	00001110101111001110000111010001011100	4
hike	0000111001100011000000100	4
phase	00001110010001101110000	4
Twelve	000011101011100000111001100110101	4
neighborhoods	0000111000100001001000	4
renting	000011101011110101100001101	4
children's	0000111010100001011100100001111011	4
freshwater	000011101000101010000011100	4
packages	0000111010111000111101101111101	4
kitchen	0000111010101111010011111111001101100	4
Doug	0000111010111000001100001010001011101100	4
east	000011111101111111100101	4
hang	0000111000111110000110011101110	4
Tina	000001010100101000000001000	4
graduated	00001110101110000001001001100000011	4
profession	0000111010101100101000001110	4
fight	000011101111111101010111101101100010	4
Oldsmobiles	00001110101110001000101001110100	4
Rico	00001110101110010000101010111011110	4
hiking	000011100110001100000011	4
raised	00001110101111111110010011010111	4
forms	000011101011111110011101100110	4
increase	000011101011100000110000101000101110111	4
checked	000011101011100101111111101100110	4
breed	0000111010111000010010011111111111101	4
Oriole	000011001001110	4
leather	00001110101110000101101100001001000100111	4
concert	0000111010100011000101110111	4
elected	00001110101110000111101010001001101	4
blame	00001110101110000101011000100101110011111010	4
article	000011101010000100101000011110111001100	4
jeans	000011010101100000011001000011101	4
figured	0000111010111001001001110011110	4
favorites	00001110101110000110110111000101100100101	4
ounces	00001110110010110111001011100	4
religious	0000111010111111111001001101010	4
carpet	000011101011100001000111110100000001111	4
heaven	0000111010111001100101000011	4
streets	000011101011101010010010101011001011010100	4
respect	0000111010111000100100010100100111	4
Cadillac	000011101011100010010111000111111011000	4
anytime	0000111011001000001000111	4
crafts	000011101011100011110110111101	4
banks	00001110101110000011100101001	4
y-	0000111010111000000100100110000000	4
held	0000111010111000001100111011000111011101	4
beyond	00001110010110110111000010	4
cross-stitching	0000111010101110100011110100	4
Got	0000111010111111010010111111101001	4
eaten	0000111010111001100001010010	4
France	000011111101111111100111	4
forgotten	00001110101000011100111010110	4
territory	0000111010111001000010101011101110	4
increased	00001110010110110111110101	4
lawyers	00001110101110000110100110101111100	4
lasts	000001111000111010001100	4
registered	0000111010100000000011011101000	4
electrical	0000111010100101001011	4
Am	0000111010011011110010110100	4
Village	00001110111011101001000110110	4
suits	0000111010111000001110010101	4
inspection	0000111010100000010011011001011101	4
jump	00001110001101101010010111010000	4
wi-	0000111010111000011001000100101010100111111	4
Joey	000011100011101011000001010011	4
handy	000011101011100101110100010110011011101000010000	4
masters	0000111010111000111111100	4
university	0000111000110100000100011	4
border	0000111010111000011010100110111	4
fuel	000011100010111110011100000100000110	4
gray	00001110100010101000001111	4
key	00000101010100110000001110101	4
harder	00001110101110000111010001110111	4
frequently	0000111010111100100011010011000001101	4
mistakes	00001110101110000111101001111100101	4
necessary	0000111010111000011110000001110010000111	4
payments	0000111010111000011010001110011	4
equally	000011101011100001100100010010101010011110	4
NEWS	00001110101110010010010101001100001	4
Never	000011101011101011010100110111	4
seriously	0000111010111000011011100001001011011	4
Arizona	0000111010111000011010111001100111111	4
net	0000111110111100100101	4
economics	000011101011100001000101011101000111	4
Jack	0000111010111000100111101110101000101110	4
